Name,Team,Minutes,Primary Position,Secondary Position,Nationality,Age,Height,All Goals,NP Goals,xG,xG/Shot,Shots,Goal Conversion%,Shooting%,Shot Touch%,Penalty Conversion%,PSxG,Assists,xG Assisted,Key Passes,OP Assists,OP xG Assisted,OP Key Passes,SP Assists,SP xG Assisted,SP Key Passes,Scoring Contribution,xG & xG Assisted,Shots & Key Passes,O/U Performance,Dribbles,Successful Dribbles,Failed Dribbles,Dribble%,Fouls Won,Penalty Wins,Dispossessed,Turnovers,Interceptions,PAdj Interceptions,Clearances,PAdj Clearances,Defensive Actions,Aggressive Actions,Blocks/Shot,Defensive Regains,Average DA X,Ball Recov. F2,Ball Recoveries,Tackles,Tack&Int,Tack/DP%,PAdj Tackles,PAdj Tack&Int,Fouls,Dribbles Stopped%,Dribbled Past,Aerial Win%,Aerial Wins,Errors,Pressures,PAdj Pressures,Pressure Regains,Counterpressures,Counterpress Regains,Average Pressure X,Pressures F2,Pressures F2%,Counterpressures F2,Counterpressures F2%,Yellow Cards,2nd Yellows,Red Cards,OP Passes,Passing%,Long Balls,L/R Footedness%,Long Ball%,Pr. Long Balls,UPr. Long Balls,Passes Pressured%,Pr. Pass%,Pr. Pass% Dif.,Average Pass X,Deep Progressions,xGBuildup,xGChain,Carries,Carry%,Carry Length,OP F3 Passes,PintoB,OP Passes Into Box,SP PintoB,Passes Inside Box,Touches In Box,PinTin,Throughballs,Successful Box Cross%,Successful Crosses,Crossing%,Deep Completions,Pass Forward%,Pass Sideways%,Pass Backward%,F3 Pass Forward%,F3 Pass Sideways%,F3 Pass Backward%,Pass Length,Pr. Pass Length,Pass Length Ratio,Pr. Pass Length%,Pr. Pass Length Dif.,Succ. Pass Length,Succ.Pr. Pass Length
Alex Penny,Kidderminster Harriers,422,Centre Back,Left Centre Back,England,29,185,1,1,0.27,0.07,4,25,50,0,,0.92,0,0.07,1,0,0.07,1,0,0,0,1,0.35,5,0.65,3,3,0,100,2,0,1,2,19,12.05,19,21.21,51,31,0.03,13,29.35,12,51,6,25,67,7.33,19.39,4,0,3,55,12,0,41,47.67,8,5,1,32.92,5,12,2,40,1,0,0,172,72,28,32,62,23,41,9,61,-11,38.09,7,1.64,1.71,109,99,3.96,12,0,0,0,0,11,11,0,,0,,1,29,67,5,33,58,8,27.34,25.54,0.95,87,-1.81,25.94,22.18
Alex Purver,Scarborough Athletic,2761,Left Defensive Midfielder,Centre Defensive Midfielder,England,30,177,1,1,0.3,0.04,7,14,29,0,,0.5,1,2.33,27,0,1.36,19,1,0.98,8,2,2.63,34,-0.63,6,6,0,100,29,0,19,15,52,52.12,95,97.61,883,425,0.02,318,37.68,291,554,128,180,76,127.98,180.11,65,37,40,60,75,0,692,645.89,220,210,69,40.06,200,29,116,55,12,0,0,1183,74,85,15,53,112,142,19,67,-7,51.65,131,10.17,11.09,631,97,3.35,260,31,14,17,2,20,34,0,10,3,19,8,25,64,11,30,63,7,19.66,17.16,0.96,102,-2.51,18.85,17.58
Alex Wiles,Scarborough Athletic,740,Right Defensive Midfielder,Centre Attacking Midfielder,England,29,170,1,1,0.56,0.08,7,14,29,1,,0.9,0,0.61,6,0,0.61,6,0,0,0,1,1.17,13,-0.17,4,3,1,75,4,0,12,8,5,4.15,9,8.93,173,78,0.04,62,43.58,62,111,19,24,79,17.03,21.18,8,55,5,57,12,0,146,115.67,48,44,15,45.01,52,36,26,59,1,0,0,273,81,5,13,33,10,14,15,72,-9,53.04,27,3.31,3.84,211,94,4.07,71,4,3,1,2,18,21,1,0,0,0,3,26,58,16,32,56,11,14.88,12.05,0.96,109,-2.82,14.32,13.12
Alex Wilkie,Hampton & Richmond,550,Right Centre Back,Right Back,England,20,,0,0,0.24,0.12,2,0,50,0,,0.15,0,0.11,2,0,0.11,2,0,0,0,0,0.36,4,-0.36,1,1,0,100,6,0,2,2,5,5.88,34,29.89,80,37,0.04,36,23.27,12,82,11,16,58,11.55,17.43,5,56,8,56,25,0,64,61.39,25,14,4,26.09,4,6,1,7,2,0,0,173,63,13,5,33,41,33,23,49,-14,43.1,8,0.85,0.9,112,96,3.53,16,5,0,5,0,7,7,0,0,0,,1,45,48,7,44,38,19,23.16,19.43,0.86,91,-3.73,19.96,17.72
Alexander Jon Babos,Chesham United FC,1926,Left Defensive Midfielder,Right Centre Midfielder,Wales,27,174,3,2,2.18,0.07,32,6,31,2,100,1.81,0,1.83,24,0,1.63,19,0,0.2,5,2,4.02,56,-2.02,17,11,6,65,17,0,23,22,31,33.82,37,35.23,320,149,0.02,108,45.67,139,272,21,52,68,18.66,52.48,19,38,10,50,31,0,280,276.72,81,86,31,50.44,138,49,52,60,2,0,0,830,64,74,18,36,59,186,16,64,0,51.82,111,7.44,10.17,579,96,4.87,195,34,19,15,3,38,57,3,9,4,20,11,31,59,10,34,55,11,23.19,20.54,0.84,86,-2.65,19.45,17.69
Alfie Jacob Matthews,Dover Athletic,1654,Left Centre Midfielder,Centre Attacking Midfielder,England,24,175,4,2,1.53,0.05,33,6,24,2,100,1.3,2,1.92,22,2,1.15,15,0,0.77,7,4,3.45,55,0.55,15,11,4,73,33,0,19,26,5,3.8,42,28.21,225,90,0.01,65,43.07,108,194,12,17,55,7.39,11.18,22,46,10,37,32,0,191,141.01,50,53,10,48.52,91,48,43,81,3,0,0,473,55,60,8,35,64,151,17,58,3,57.42,74,6.02,7.17,338,91,3.67,118,48,17,31,0,18,35,4,10,6,27,2,34,58,8,47,47,7,26.34,20.94,0.87,86,-5.4,22.84,18.07
Alfie Pavey,Tonbridge Angels FC,983,Centre Forward,Centre Attacking Midfielder,England,30,186,3,3,3.45,0.12,28,11,32,3,,4.37,2,1.16,9,2,1.12,8,0,0.04,1,5,4.62,37,0.38,3,2,1,67,23,0,19,30,4,2.67,15,7.93,158,54,0.03,34,48.04,56,75,4,8,50,2.14,4.81,22,25,4,44,59,0,132,72.87,27,40,7,53.63,80,61,30,75,4,0,0,218,57,11,13,46,22,17,39,50,-7,61.54,25,4.16,6.38,135,84,3.87,66,4,4,0,5,72,76,0,0,1,33,6,29,58,13,26,61,14,17.66,16.41,0.95,92,-1.24,16.75,15.05
Alfie Potter,Oxford City,1279,Right Wing,Left Wing,England,37,170,1,1,0.88,0.15,6,17,50,1,,1.14,0,0.69,9,0,0.69,9,0,0,0,1,1.57,15,-0.57,19,10,9,53,18,0,26,36,6,3.87,13,8.87,355,167,0.01,112,50.59,45,102,29,35,69,23.21,27.08,17,43,13,39,16,0,310,238.33,88,77,23,51.53,162,52,54,70,3,0,1,356,65,12,18,38,16,29,21,47,-18,58.56,38,4.2,4.98,308,90,6.12,113,15,14,1,2,26,40,0,27,5,45,4,21,59,20,17,63,20,17.42,16.17,0.97,105,-1.26,16.9,16.95
Alfie Rutherford,Dorking Wanderers FC,1698,Left Centre Forward,Right Centre Forward,England,27,180,7,7,6.87,0.15,47,15,36,5,,6.84,3,3.36,26,2,3.1,25,1,0.27,1,10,10.23,73,-0.23,19,8,11,42,10,0,43,50,3,4.88,14,19.87,194,49,0.02,60,62.32,51,72,11,14,79,15.47,20.36,12,40,3,47,29,0,171,225.44,50,43,16,65.4,137,80,37,86,1,0,0,344,59,17,16,44,30,23,29,56,-3,68.89,34,6.82,14.03,305,82,6.8,129,13,12,1,12,130,142,0,31,5,36,18,20,64,16,10,67,22,18.19,18.4,0.93,91,0.21,16.95,16.76
Alfie Tuck,Hampton & Richmond,592,Left Defensive Midfielder,Centre Defensive Midfielder,Wales,20,,1,1,0.2,0.05,4,25,75,0,,0.8,0,0.6,8,0,0.31,6,0,0.3,2,1,0.81,12,0.19,8,6,2,75,5,0,4,7,5,4.78,14,9.59,122,69,0.04,36,35.08,43,105,12,17,86,9.32,14.1,10,75,2,58,11,0,100,79.23,30,22,5,38.28,29,29,12,55,1,0,0,284,70,24,80,37,21,58,15,69,-1,48.07,24,1.93,2.05,218,97,4.25,39,6,2,4,0,1,3,0,0,0,0,0,24,67,8,28,67,5,23.52,20.75,0.88,90,-2.77,20.71,18.68
Alfie Williams,Chesham United FC,1980,Left Wing Back,Left Centre Midfielder,England,23,178,0,0,1.25,0.07,17,0,29,1,,0.78,3,3.04,29,3,2.56,25,0,0.47,4,3,4.29,46,-1.29,18,9,9,50,15,0,28,25,16,14.68,29,28,368,174,0,122,46.83,133,249,41,57,68,43.1,57.78,15,43,19,45,30,0,312,291.21,97,104,30,50.62,159,51,84,81,0,0,0,799,61,60,76,34,45,158,20,61,0,55.84,77,8.49,9.85,620,96,5.49,189,42,30,12,6,35,65,2,31,16,33,13,24,62,14,21,61,17,22.35,17.98,0.85,90,-4.37,19.03,16.26
Alfie-John Terence Allen,Tonbridge Angels FC,631,Left Centre Midfielder,Left Defensive Midfielder,England,23,181,1,1,0.21,0.11,2,50,50,1,,0.38,0,0.34,7,0,0.34,7,0,0,0,1,0.55,9,0.45,4,4,0,100,7,0,7,13,14,14.63,15,14.84,125,57,0.01,49,38.64,30,71,15,29,88,14.27,28.9,10,60,2,40,6,0,100,101.46,34,35,8,42.5,31,31,15,43,1,0,0,207,66,18,33,41,20,39,15,72,6,50.79,30,1.32,1.47,145,92,4.45,57,4,4,0,1,3,7,0,25,1,20,0,31,61,9,35,61,4,23.44,22.69,0.86,73,-0.75,20.09,16.49
Ali Omar,Farnborough,364,Left Centre Back,Left Back,England,26,191,0,0,0.36,0.18,2,0,0,0,,0,1,0.41,3,1,0.38,2,0,0.04,1,1,0.77,5,0.23,0,0,0,,11,0,3,1,12,10.36,31,32.32,40,23,0,18,26.98,12,65,8,20,89,7.89,18.25,3,75,1,67,14,1,29,28.12,10,2,1,30.65,4,14,0,0,1,0,0,135,58,18,75,42,37,37,12,55,-3,43.46,10,3.02,3.19,72,97,4.74,11,9,3,6,0,1,4,0,22,3,50,0,47,47,6,45,45,9,26.97,25.74,0.9,97,-1.24,24.19,24.99
Amari Aaron Morgan-Smith,Kidderminster Harriers,1564,Centre Forward,Right Centre Forward,England,37,183,3,2,3.91,0.17,23,9,26,3,100,0.63,1,1.12,11,1,1.12,11,0,0,0,3,5.03,34,-2.03,4,2,2,50,21,0,19,55,4,2.46,16,18.06,339,122,0.02,86,65.15,54,65,10,14,77,10.09,12.55,46,50,3,43,134,0,283,280.46,78,71,31,68.03,235,83,60,85,7,0,0,307,56,6,14,60,18,8,54,54,-2,67.27,17,4.44,7.48,183,77,4.34,102,7,7,0,10,84,91,0,14,3,75,16,25,56,20,13,58,29,13.54,12.75,0.97,99,-0.79,13.2,12.63
Amir Hadi,Farnborough,1132,Left Wing,Right Wing,England,23,187,2,2,1.12,0.07,16,13,19,2,,1.23,3,1.47,12,3,1.43,11,0,0.04,1,5,2.59,28,2.41,54,27,27,50,36,1,38,74,6,5.47,6,5.32,239,97,0.03,76,49.96,54,93,20,26,56,15.3,20.77,22,32,16,27,16,0,197,155.85,56,45,16,51.64,103,52,33,73,2,0,0,309,64,13,20,43,11,25,23,58,-6,62.8,40,3.41,5.44,368,81,6.89,106,10,8,2,2,35,43,2,20,5,19,7,21,62,17,17,63,20,18.67,16.82,0.91,90,-1.85,16.99,15.21
Ammar Dyer,AFC Telford United,2371,Right Back,Right Wing Back,England,22,174,3,3,1.3,0.08,16,19,44,1,,1.79,2,2.38,20,2,2.38,20,0,0,0,5,3.67,36,1.33,36,23,13,64,27,0,51,34,28,29.93,51,55.62,356,165,0.02,149,33.45,86,266,52,80,75,52.65,82.58,20,33,17,54,36,1,285,295.52,103,62,23,36.82,82,29,39,63,3,0,0,1066,78,40,9,37,65,94,14,68,-10,48.64,99,9.76,12.13,940,95,6.65,189,13,13,0,8,33,46,1,46,8,16,9,21,63,15,18,63,19,18.71,17.48,0.92,102,-1.23,17.13,17.78
Andrew Williams,Hereford FC,1627,Centre Forward,Left Centre Forward,England,39,188,6,6,7.3,0.15,49,12,37,7,,6.03,2,2.65,15,2,2.65,15,0,0,0,8,9.95,64,-1.95,12,6,6,50,22,0,18,42,5,4.54,16,13.21,291,119,0.01,73,65.38,48,71,11,16,79,8.41,12.95,10,40,3,38,53,0,270,238.6,65,61,22,69.85,227,84,56,92,2,0,0,259,55,7,28,35,20,16,38,47,-7,64.29,23,6.05,13.92,189,83,5.69,79,12,11,1,7,112,123,0,25,6,55,14,24,66,10,16,80,4,16.62,15.3,0.95,97,-1.32,15.85,14.81
Andy Carroll,Dagenham & Redbridge,1030,Left Centre Forward,Right Centre Forward,England,37,193,6,6,3.47,0.09,38,16,24,3,,3.36,2,2.01,17,2,2.01,17,0,0,0,8,5.49,55,2.51,8,7,1,88,27,0,20,40,4,3.9,28,28.69,151,52,0.01,38,55.09,55,87,8,12,80,6.44,10.34,18,33,2,66,115,1,125,100.79,28,37,12,66.24,107,86,30,81,1,0,0,362,66,18,70,53,38,24,44,62,-4,59.04,34,7.65,9.08,262,85,3.71,101,6,6,0,11,85,91,1,0,3,30,14,26,59,16,24,64,12,17.47,16.57,0.92,98,-0.91,16.07,16.17
Anjola Popoola,Chorley,778,Right Centre Forward,Centre Forward,England,18,185,4,4,3.75,0.17,22,18,23,7,,3.05,1,1.28,5,1,1.28,5,0,0,0,5,5.03,27,-0.03,9,6,3,67,9,0,25,47,4,2.98,0,0,165,57,0.01,40,67.67,23,33,3,7,60,1.98,4.96,8,0,2,10,3,0,157,100.33,36,33,4,68.22,132,84,31,94,1,0,0,94,71,4,34,100,0,4,34,81,10,63.31,9,3.66,5.54,136,72,3.72,35,6,6,0,2,57,63,2,0,0,0,5,17,66,17,17,66,17,14.45,15.79,1.06,94,1.35,15.32,14.83
Anointed Chukwa,Chippenham Town,1399,Right Centre Forward,Centre Forward,England,25,193,2,2,3.6,0.12,30,7,23,4,,2.33,0,1.47,11,0,1.47,11,0,0,0,2,5.08,41,-3.08,11,4,7,36,13,0,28,57,2,2.36,9,9.03,298,116,0,75,63.2,42,66,12,14,67,13.03,15.39,29,17,6,43,57,1,257,279.01,67,65,18,65.61,197,77,57,88,1,0,0,310,67,11,19,79,10,13,43,59,-8,62.96,20,4.49,8.49,271,79,4.13,110,2,2,0,4,63,65,1,50,2,40,11,14,67,20,6,68,25,14.33,12.92,1.02,104,-1.41,14.65,13.38
Ansu Jennah,Slough Town FC,479,Left Defensive Midfielder,Right Defensive Midfielder,Sweden,27,178,0,0,0.12,0.06,2,0,0,1,,0,1,0.19,5,1,0.19,5,0,0,0,1,0.3,7,0.7,9,5,4,56,5,0,10,7,3,2.22,10,7.27,75,36,0.02,30,35.65,39,92,12,15,92,9.29,11.5,5,67,1,56,10,1,61,42.93,20,24,5,42.97,26,43,18,75,0,0,0,149,62,8,10,57,10,14,21,55,-8,48.75,19,1.38,1.75,88,90,6.17,29,1,1,0,1,8,9,1,0,0,0,2,38,56,6,38,62,0,18.36,13.82,0.98,111,-4.54,18.02,15.34
Anthony Dudley,Radcliffe,1213,Centre Attacking Midfielder,Right Centre Forward,England,30,178,1,1,1.91,0.08,23,4,43,3,,1.87,1,1.69,14,0,1.15,12,1,0.54,2,2,3.59,37,-1.59,15,8,7,53,13,1,25,17,9,6.57,13,8.63,195,85,0.01,62,53.87,67,115,17,26,65,14.23,20.8,19,13,9,29,15,0,160,138.43,40,44,14,55.6,94,59,34,77,4,0,0,357,73,19,25,49,18,34,21,70,-3,60.49,41,6.13,7.63,277,93,6.68,131,12,8,4,8,57,65,0,25,4,44,12,19,62,19,20,65,15,19.06,17.52,0.92,101,-1.54,17.61,17.7
Anthony Lynn,Leamington FC,594,Centre Forward,Right Midfielder,England,23,,1,1,0.88,0.18,5,20,40,2,,1,1,0.95,6,1,0.95,6,0,0,0,2,1.83,11,0.17,0,0,0,,8,0,12,17,2,1.05,1,0.47,129,37,0.01,30,65.77,21,30,5,7,83,2.91,3.95,17,0,1,37,26,0,107,63.15,24,37,11,67.62,91,85,34,92,2,0,0,107,59,2,24,50,3,2,38,39,-20,64.67,3,2.68,3.49,61,77,2.92,33,1,1,0,5,24,25,0,0,0,,7,17,68,16,9,64,27,13.62,14.22,0.97,93,0.6,13.17,13.18
Anthony Stewart,Peterborough Sports FC,914,Right Centre Back,Left Centre Back,England,33,183,0,0,0.11,0.06,2,0,0,0,,0,0,0.24,1,0,0.24,1,0,0,0,0,0.35,3,-0.35,6,3,3,50,5,0,3,4,13,14.35,82,101.56,75,22,0.1,52,21.96,19,148,16,29,89,20.21,34.57,4,50,2,75,36,0,55,66.2,26,15,7,28.5,7,13,4,27,1,0,0,379,76,35,9,52,94,55,17,55,-21,34.45,16,2.27,2.29,258,98,3.99,17,2,2,0,0,3,5,0,50,1,100,0,32,64,5,41,53,6,24.44,21.79,0.95,91,-2.66,23.14,19.78
Anthony Weston,Curzon Ashton FC,2138,Right Centre Forward,Right Wing,England,22,170,10,10,6.31,0.1,63,16,37,6,,5.47,2,3.39,19,2,3.39,19,0,0,0,12,9.69,82,2.31,36,20,16,56,13,0,35,64,9,6.3,11,8.82,482,195,0,134,58.6,95,140,16,25,55,13.5,19.8,27,25,13,26,15,0,439,350.04,117,142,49,59.95,302,69,127,89,3,0,0,439,63,24,23,46,17,46,21,56,-8,65.08,47,11.58,16.02,459,88,6.33,162,14,14,0,10,121,135,1,57,17,31,22,17,66,17,15,67,18,18.25,15.53,0.93,102,-2.72,17.01,15.83
Antony Papadopoulos,Maidstone United,1500,Right Wing,Left Wing,England,23,178,2,1,1.84,0.05,35,3,31,3,100,2.53,5,5.06,34,5,4.37,24,0,0.69,10,6,6.9,69,-0.9,26,16,10,62,10,0,29,33,20,20.42,19,20.48,268,130,0.01,90,47.95,88,152,22,42,69,22.79,43.2,20,31,10,56,24,0,226,205.55,72,56,20,50.53,110,49,39,70,1,0,0,503,68,46,14,46,29,89,21,65,-2,65.75,56,8.06,11.85,472,91,6.55,198,35,19,16,13,60,79,1,17,16,31,16,22,59,20,18,58,24,20.88,16.32,0.93,102,-4.57,19.39,16.67
Anuerin Livermore,Merthyr Town FC,834,Left Centre Midfielder,Right Centre Midfielder,Wales,23,,0,0,0.43,0.05,9,0,22,1,,0.03,0,0.24,4,0,0.24,4,0,0,0,0,0.67,13,-0.67,21,14,7,67,16,0,13,23,5,5.56,19,24.62,221,91,0.02,83,40.84,57,141,23,28,56,28.26,33.83,27,26,18,68,13,1,171,217.51,62,59,22,43.44,64,37,34,58,4,0,0,498,70,25,13,33,35,60,19,64,-6,48.32,42,3.52,3.93,397,95,4.07,90,3,1,2,0,7,8,0,0,0,0,0,32,60,8,37,58,6,20.11,18.89,0.85,84,-1.22,17.05,15.95
Aramide Oteh,Dagenham & Redbridge,308,Left Centre Forward,Left Wing,England,27,175,1,1,1.31,0.26,5,20,40,4,,0.73,0,0.12,2,0,0.12,2,0,0,0,1,1.43,7,-0.43,8,4,4,50,5,0,5,14,1,1.49,2,2.54,58,18,0,20,54.88,7,14,5,6,100,5.87,7.35,5,100,0,40,6,0,48,49.19,17,12,5,57.48,30,63,9,75,1,0,0,54,75,4,18,67,2,6,29,59,-16,61.89,7,1.26,2.51,56,84,5.95,23,4,4,0,0,15,19,0,0,0,,1,12,66,22,26,61,13,17.01,11.99,1,95,-5.01,16.96,11.44
Archie Tamplin,Chelmsford City,1502,Left Defensive Midfielder,Right Defensive Midfielder,England,23,178,1,1,2.16,0.1,22,5,32,2,,0.95,1,2.1,13,1,2,12,0,0.09,1,2,4.25,35,-2.25,22,12,10,55,20,0,22,32,17,17.51,24,25.19,331,127,0.04,88,44.98,109,213,43,60,81,43.54,61.05,27,43,10,57,31,0,261,273.41,65,77,22,47.72,118,45,52,68,4,0,0,461,62,36,12,49,33,65,20,56,-6,56.47,50,6.72,8.34,361,91,4.52,121,15,11,4,6,28,39,0,27,5,33,5,27,59,14,19,64,17,20.81,16.81,0.97,100,-4,20.1,16.79
Archy Taylor,Eastbourne Borough,967,Right Wing Back,Left Wing Back,England,22,,1,1,1.27,0.11,12,8,17,1,,0.36,1,0.79,7,1,0.77,6,0,0.02,1,2,2.05,19,-0.05,4,1,3,25,12,0,11,13,7,7.72,14,15.92,198,86,0.01,66,41.69,41,116,20,27,61,21.23,28.95,12,31,13,46,27,0,166,193.84,49,54,14,43.61,67,40,34,63,1,0,0,367,66,26,26,41,18,60,17,54,-12,56.58,37,2.5,3.88,276,96,5.34,102,20,15,5,4,39,54,0,30,9,26,4,28,58,13,25,58,17,21.89,16.55,0.89,87,-5.34,19.53,14.37
Arthur Gnahoua,Southport,2011,Centre Forward,Right Wing,England,33,187,5,5,3.61,0.08,44,11,36,3,,4.48,2,2.72,30,2,2.72,30,0,0,0,7,6.33,74,0.67,50,36,14,72,29,0,68,81,12,15.39,16,17.89,383,134,0.02,107,59.64,93,158,20,32,69,21.7,37.09,14,43,9,36,53,0,349,398.9,82,116,30,63.07,254,73,94,81,1,0,0,505,69,22,64,58,30,24,36,65,-4,62.69,66,7.15,9.18,534,84,8.19,192,17,17,0,11,80,97,0,35,10,29,17,18,64,18,13,68,19,16.25,15.92,0.98,104,-0.32,15.99,16.59
Arthur Penney,Tonbridge Angels FC,2298,Left Centre Back,Centre Back,England,23,181,0,0,0.86,0.09,10,0,10,0,,0.06,0,0.05,2,0,0.05,2,0,0,0,0,0.91,12,-0.91,5,4,1,80,17,0,6,5,39,33.77,168,136.85,233,104,0.07,129,24.27,20,334,29,68,83,25.02,58.79,11,50,6,58,79,0,193,153.64,81,41,20,28.84,23,12,11,27,1,0,0,826,73,86,27,44,193,169,14,54,-18,31.11,43,3.34,3.56,519,100,3.82,48,1,0,1,1,35,35,1,0,0,0,2,33,64,3,48,50,2,25.96,23.05,0.88,88,-2.91,22.95,20.17
Asher Yearwood,Maidenhead United,1762,Right Defensive Midfielder,Right Centre Midfielder,England,28,,0,0,2.26,0.09,24,0,21,1,,1.23,1,2.92,23,1,2.26,18,0,0.66,5,1,5.18,47,-4.18,7,6,1,86,24,1,27,18,17,19.7,43,46.83,374,163,0.05,134,44.75,159,286,43,60,72,50.72,70.42,25,33,17,57,44,0,308,354.93,97,92,30,47.8,143,46,67,73,3,0,0,793,76,34,11,45,51,67,20,70,-6,56.22,76,9.55,11.48,580,96,3.91,249,23,14,9,6,56,70,1,26,9,50,11,24,61,14,24,65,11,17.91,15.48,0.95,94,-2.43,16.93,14.54
Ashley Clarke,AFC Totton,2065,Left Wing,Left Midfielder,England,20,,7,7,5.13,0.1,50,14,42,5,,5.78,6,2.65,21,6,2.65,21,0,0,0,13,7.78,71,5.22,49,21,28,43,26,1,63,86,16,18.28,5,5.05,518,160,0.01,121,58.29,94,137,40,56,78,38.24,56.52,34,44,11,20,12,0,444,433.86,104,147,36,59.84,297,67,131,89,6,0,1,459,63,27,8,54,20,35,28,59,-4,64.25,47,8.27,12.65,505,83,8.36,161,18,18,0,10,99,117,5,33,12,24,19,17,64,19,14,68,18,19.3,19.07,0.99,104,-0.23,19.1,19.8
Ashley Hunter,Marine,1092,Right Wing,Centre Attacking Midfielder,England,30,178,1,1,1.48,0.04,33,3,27,4,,1.82,3,4.32,34,2,2.78,21,1,1.54,13,4,5.8,67,-1.8,19,14,5,74,9,0,14,23,9,4.42,6,3.24,192,81,0.02,42,50.38,66,105,11,20,65,8.43,12.85,12,0,6,30,7,0,169,120.98,41,36,8,52.6,100,59,26,72,2,0,0,327,55,42,17,33,15,117,17,58,3,65.6,36,4.49,6.27,299,91,5.82,117,52,25,27,1,31,56,0,19,14,35,3,24,64,12,27,59,14,25.71,20.06,0.83,78,-5.65,21.44,15.71
Ashley Josiah Hemmings,Dagenham & Redbridge,1403,Right Centre Forward,Centre Attacking Midfielder,England,35,173,5,2,3.2,0.1,33,6,27,3,100,2.58,0,1.89,26,0,1.47,19,0,0.41,7,2,5.09,59,-3.09,14,8,6,57,11,1,20,27,6,4.48,10,5.35,246,111,0.02,58,53.42,61,90,20,26,83,15.32,19.8,18,43,4,39,29,0,208,161.34,53,48,9,56.63,134,64,43,90,0,0,0,350,64,35,86,43,24,68,31,66,3,64.5,41,4.83,7.99,315,89,5.1,109,31,15,16,6,61,76,6,29,12,40,14,17,69,14,19,64,17,21.42,17.71,0.91,96,-3.71,19.52,17.06
Ashley Josiah Hemmings,Kidderminster Harriers,721,Right Midfielder,Right Wing,England,35,173,0,0,2.25,0.1,23,0,30,4,,0.68,1,0.63,6,1,0.63,6,0,0,0,1,2.89,29,-1.89,5,5,0,100,4,0,14,12,2,2.92,7,10.16,109,32,0,32,59.94,26,38,4,6,57,4.76,7.68,13,0,3,50,18,0,92,107.07,28,28,10,62.29,65,71,18,64,0,0,0,205,68,15,87,44,16,25,35,71,3,59.98,26,2.73,4.32,202,88,4.72,61,2,2,0,5,35,37,2,100,4,25,5,18,67,14,15,67,18,21.13,18.95,0.87,94,-2.18,18.45,17.77
Ashton Fox,Peterborough Sports FC,1029,Right Centre Back,Right Back,England,22,192,0,0,0.03,0.03,1,0,0,0,,0,0,0.04,1,0,0.04,1,0,0,0,0,0.07,2,-0.07,3,3,0,100,8,0,2,0,11,10.21,81,71.87,87,33,0.06,60,24.56,28,159,12,23,80,10.17,20.39,12,25,3,75,44,0,63,65.6,29,13,5,31.28,10,16,5,38,3,1,0,357,65,33,11,40,92,72,17,62,-3,40.44,40,3.5,3.5,209,99,6.94,44,3,3,0,0,6,9,0,0,0,0,1,41,52,7,52,45,2,23.92,20.55,0.88,94,-3.37,20.98,19.3
Ashton Mee,Buxton,426,Left Defensive Midfielder,Right Defensive Midfielder,England,20,183,1,1,0.27,0.07,4,25,50,1,,1.22,0,0.19,3,0,0.19,3,0,0,0,1,0.46,7,0.54,1,0,1,0,3,0,6,6,4,3.5,11,10.2,61,33,0,26,45.12,25,51,3,7,60,4.25,7.74,3,0,2,29,4,0,55,65.89,19,11,6,50.41,27,49,8,73,1,0,0,125,73,10,10,59,14,14,16,62,-11,52.28,8,0.24,1.3,98,92,4.79,30,0,0,0,0,8,8,0,,0,0,1,22,63,16,13,63,23,20.88,17.07,0.95,80,-3.81,19.83,13.62
Avan Jones,Enfield Town FC,866,Left Wing Back,Right Back,England,24,179,0,0,1.18,0.08,15,0,7,2,,0.27,0,0.2,4,0,0.08,1,0,0.13,3,0,1.39,19,-1.39,2,1,1,50,3,0,1,12,7,3.94,50,28.52,160,59,0.01,56,31.06,34,91,16,23,73,8.83,12.77,10,43,6,35,9,0,134,71.1,40,28,11,36.9,38,28,18,64,3,0,0,189,46,14,23,23,55,55,14,41,-5,52.75,18,1.27,2.14,115,93,5.47,31,12,4,8,1,20,24,0,33,5,31,2,41,51,7,19,58,23,25.56,18.94,0.84,117,-6.62,21.56,22.17
B. Dolaghan,Worthing FC,2210,Centre Forward,Left Centre Forward,England,21,,20,19,14.85,0.24,61,31,46,5,100,17.84,5,2.33,21,5,2.33,21,0,0,0,24,17.18,82,6.82,26,15,11,58,35,2,48,64,6,9.69,5,6.28,554,188,0.02,167,69.15,78,101,8,14,57,12.1,21.79,16,17,6,24,18,0,531,769.26,159,170,53,69.79,459,86,156,92,1,0,0,448,74,16,27,84,6,18,32,69,-6,61.39,36,12.8,22.75,451,85,5.08,158,8,8,0,19,184,192,1,0,0,0,31,12,66,21,11,68,21,14.17,11.42,1.04,104,-2.76,14.77,11.87
B.Leonard,Enfield Town FC,2727,Right Wing Back,Right Midfielder,England,24,,4,4,1.87,0.07,28,14,32,2,,2.18,4,5.37,38,3,4.65,32,1,0.72,6,8,7.24,66,0.76,22,9,13,41,8,0,19,46,28,20.66,55,36,437,174,0.02,123,41.81,134,276,41,69,71,28.46,49.12,16,36,17,49,39,1,381,244.62,93,91,25,45.43,159,42,68,75,0,0,0,776,49,58,18,34,85,140,18,38,-11,60.85,73,10.57,14.19,574,94,6.94,178,63,43,20,7,52,95,1,48,41,33,9,27,63,10,22,63,14,22.02,20.6,0.93,92,-1.41,20.39,18.94
